ASIN,商品主图,商品标题,商品详情页链接,小类目,月销量,毛利率,价格($)
B0DQW4787Y,https://m.media-amazon.com/images/I/81dyrAUjYBL._AC_US600_.jpg,WERFORU Women Wide Leather Belt Women Fashion Wide Belt for Dresses Jeans Ladies Fashion Thick Waistbelt with Gold Buckle,https://www.amazon.com/dp/B0DQW4787Y,Women's Belts,533,45%,12.97
B0FL7MSHS9,https://m.media-amazon.com/images/I/61wamkWaWUL._AC_US600_.jpg,FLYRUN Fleece Lined Tights Women Leggings Thermal Pantyhose Fake Translucent Opaque High Waisted Winter Warm Sheer Tight,https://www.amazon.com/dp/B0FL7MSHS9,Women's Tights,532,24%,6.99
B0FT7KCGK9,https://m.media-amazon.com/images/I/61UKdREmN5L._AC_US600_.jpg,"IZHISUOUU Mouse Ears Headband - White Mouse Ear Hair Band for Theme Park Parties, Cosplay Costume Accessories for Women Adults (White)",https://www.amazon.com/dp/B0FT7KCGK9,Women's Costume Headbands,531,27%,7.59
B0FM88FGZ9,https://m.media-amazon.com/images/I/911oTKi17SL._AC_US600_.jpg,"Softball Soccer Volleyball Basketball Baseball Necklace for Girls, Teen Girl Trendy Sports Stuff Accessories Cross Neckalce Jewelry Birthday Christmas Valentines Easter Baptism Graduation Gifts",https://www.amazon.com/dp/B0FM88FGZ9,Girls' Pendants,531,60%,15.99
B0FMK8S726,https://m.media-amazon.com/images/I/819tmFQTqYL._AC_US600_.jpg,"Women's 88% Cotton Mid-Calf Socks - Arch Support, Non-Slip Y-Heel, Foldable Slouch Style (Fits 5-11) All Season",https://www.amazon.com/dp/B0FMK8S726,Women's Calf Socks,530,53%,14.99
B0FF4FZCYG,https://m.media-amazon.com/images/I/71MgEUquQjL._AC_US600_.jpg,"HONGTEYA Toddler Winter Hat Gloves Scarf Set, Kids Baby Beanie Hat Neck Warmer Mittens Fleece Lined Set",https://www.amazon.com/dp/B0FF4FZCYG,Girls' Cold Weather Accessories Sets,530,44%,13.99
B0FGCLXT6Y,https://m.media-amazon.com/images/I/61-tQkiayoL._AC_US600_.jpg,Stanpetix Fleece Lined Leggings for Women - High Waisted Workout Leggings for Women Running Exercise,https://www.amazon.com/dp/B0FGCLXT6Y,Women's Leggings,530,30%,5.98
B0FQ2TR1BQ,https://m.media-amazon.com/images/I/81Kmt1PQIyL._AC_US600_.jpg,Mieeyali St Patricks Day Baby Boy Outfit Best Of Luck Truck Sweatshirt Jumpsuit Striped Green Romper Newborn Clothes,https://www.amazon.com/dp/B0FQ2TR1BQ,Baby Boys' One-Piece Rompers,530,32%,12.99
B0FVFQM5X4,https://m.media-amazon.com/images/I/71q4aJ8MSOL._AC_US600_.jpg,"Ski Mask for Women with Long Hair, Movable Thermal Balaclava, Cold Weather Face Cover for Skiing Outdoor Activities",https://www.amazon.com/dp/B0FVFQM5X4,Women's Balaclavas,530,43%,13.99
B0FDPSBY36,https://m.media-amazon.com/images/I/818unFgU2dL._AC_US600_.jpg,InnoBeta Cowboy Boots Gifts for Men/Women Socks for Cowboy/Cowgirl - Unisex,https://www.amazon.com/dp/B0FDPSBY36,Men's Novelty Socks,529,56%,19.99
B0FT89TGP1,https://m.media-amazon.com/images/I/61YRtwmY5bL._AC_US600_.jpg,SORGERLY Bag Purse Charm Extender Chain - Vintage Tote Handbags Keychian Accessories - Designer Gifts for Women,https://www.amazon.com/dp/B0FT89TGP1,Women's Keyrings & Keychains,529,50%,12.99
B0FMR9KJ5B,https://m.media-amazon.com/images/I/71BzkACEU6L._AC_US600_.jpg,"FUQILA 100% Merino Wool Slouchy Beanie Hat, Women Warm Winter Caps Soft, Ladies Breathable & Cozy Stretchy Knitted Skull Cap",https://www.amazon.com/dp/B0FMR9KJ5B,Women's Skullies & Beanies,529,62%,19.9
B0FLQFT7KH,https://m.media-amazon.com/images/I/71w4Qt5HBVL._AC_US600_.jpg,VALANDY Creamlush Plus Size Leggings for Women-3 Packs Stretchy Soft High Waisted Women's Leggings Lounge Yoga Pants,https://www.amazon.com/dp/B0FLQFT7KH,Women's Leggings,529,47%,19.99
B0FRDJYXPN,https://m.media-amazon.com/images/I/81fh+Rpe7BL._AC_US600_.jpg,Holynissl Kids Sports Slippers Girls Boys Non-Slip House Shoes,https://www.amazon.com/dp/B0FRDJYXPN,Boys' Slippers,529,41%,18.99
B0FCM6WJDM,https://m.media-amazon.com/images/I/81mf18kUQfL._AC_US600_.jpg,HAOAN Handmade Faux Fur Animal Cat Ears Headband Furry Fox Wolf Hairhoop Headwear Costume Accessory,https://www.amazon.com/dp/B0FCM6WJDM,Women's Costume Headbands,529,41%,9.99
B0FLHNTST1,https://m.media-amazon.com/images/I/71vPZjs+wfL._AC_US600_.jpg,Christmas Shirts for Women Tis The Season Xmas Shirt Christmas Tree Graphics Tees Funny Holiday Family Party Tops,https://www.amazon.com/dp/B0FLHNTST1,Women's T-Shirts,529,34%,9.99
B0FNML238K,https://m.media-amazon.com/images/I/61IfxAeGqOL._AC_US600_.jpg,PrinStory Women’s Cardigan Sweaters V Neck Button Down Scalloped Hollow Out Knit 2025 Fall Fashion Lightweight Short Top,https://www.amazon.com/dp/B0FNML238K,Women's Cardigans,529,33%,9.98
B0FKBQZND6,https://m.media-amazon.com/images/I/61jb6JkcNmL._AC_US600_.jpg,Benfoly Women's Leather Halter Top Punk Deep V Neck Grommet Eyelet Tie Front Corset Crop Tops Backless Mini Concert Outfits,https://www.amazon.com/dp/B0FKBQZND6,Women's Tanks & Camis,529,62%,19.99
B0FB89QPNM,https://m.media-amazon.com/images/I/616s1p8D4vL._AC_US600_.jpg,DHSO Thermal Thick Fleece Lined Leggings Women - Winter Warm High Waisted Tummy Control Soft Yoga Pants for Snow Cold,https://www.amazon.com/dp/B0FB89QPNM,Women's Leggings,528,53%,19.99
B0FLPGRKDQ,https://m.media-amazon.com/images/I/61id+AM91aL._AC_US600_.jpg,"COZYFIT Professional Women's Lab Coat, 3-Pocket Medical Lab Coat fo Science Chemistry and College",https://www.amazon.com/dp/B0FLPGRKDQ,Women's Medical Lab Coats,527,59%,18.74
B0FX9HL98L,https://m.media-amazon.com/images/I/71SUPIkJH9L._AC_US600_.jpg,"Arsvetu 6 Pack Neck Gaiter, UV Protection Cooling Breathable Face Mask, Hiking Scarf for Men Women",https://www.amazon.com/dp/B0FX9HL98L,Men's Hiking & Outdoor Recreation Multifunctional Headwear,527,48%,11.99
B0FLD5W7QW,https://m.media-amazon.com/images/I/51W8QoaQ17L._AC_US600_.jpg,Haloumoning Boys 2 Piece Outfits Sweatsuit Kids Crewneck Sweatshirt and Elastic Waist Sweatpants Set 5-14 Years,https://www.amazon.com/dp/B0FLD5W7QW,Boys' Sweatsuits,527,48%,19.99
B0DLNJGLXS,https://m.media-amazon.com/images/I/71SaJsQaYPL._AC_US600_.jpg,Naggoo Women's Skirts Midi Length Casual Fall High Waisted Work Office Pull On Skirt with Slits Black XL,https://www.amazon.com/dp/B0DLNJGLXS,Women's Day & Work Skirts,526,31%,14.99
B0FX3MBJT2,https://m.media-amazon.com/images/I/61AhtKbRiVL._AC_US600_.jpg,Micoson Mini Skirt with Shorts Micro Skorts for Woman Cute Cotton Linen Y2k Short Skirts Trendy Club Outfits Streetwear,https://www.amazon.com/dp/B0FX3MBJT2,Women's Novelty Skirts,526,52%,12.99
B0FJC9N32Y,https://m.media-amazon.com/images/I/61WJpMoK7AL._AC_US600_.jpg,"M MOOHAM Valentines Day Gifts - Heart Initial Necklace for Women Girls, 14K Gold Plated Letter A-Z Pendant Necklace Dainty Heart Necklaces Tiny Initial Necklaces Birthday Gifts for Women Jewelry",https://www.amazon.com/dp/B0FJC9N32Y,Women's Pendant Necklaces,526,58%,14.99
B0FPQ7MSJG,https://m.media-amazon.com/images/I/61hTb1XjVqL._AC_US600_.jpg,"iF YOU 6pcs Chunky Acrylic Bangle Bracelets for Women, Resin Bamboo Brown Stretchy Bracelet Stack, Fashion Jewelry for Women",https://www.amazon.com/dp/B0FPQ7MSJG,Women's Stretch Bracelets,526,50%,12.99
B0FV8VLN9T,https://m.media-amazon.com/images/I/810XofUvVvL._AC_US600_.jpg,"Aidenn 18G Horseshoe Nose Rings for Women, 6-8mm Horseshoe Piercing Jewelry Set Gold & Silver, Double Gem Horse Shoe Nose Rings Hoops Surgical Steel Cartilage Helix Tragus Earring Labret Lip With Tool",https://www.amazon.com/dp/B0FV8VLN9T,Women's Body Piercing Barbells,526,55%,12.99
B0FQC7T76L,https://m.media-amazon.com/images/I/71HSdmckw3L._AC_US600_.jpg,Women Y2k Monkey Pajamas Set Button Down Sleepwear Loungewear Pjs for Jammies Party Christmas Thanksgiving Gift,https://www.amazon.com/dp/B0FQC7T76L,Women's Pajama Sets,526,45%,19.99
B0FNMYGY14,https://m.media-amazon.com/images/I/71lm1VWz1NL._AC_US600_.jpg,"Unisex LED Light Beanie, USB Rechargeable Hands-Free Headlamp Hat, Winter for Family, Men, Dad and Father",https://www.amazon.com/dp/B0FNMYGY14,Men's Skullies & Beanies,525,21%,6.99
B0FHWJMMC7,https://m.media-amazon.com/images/I/61kenScQzeL._AC_US600_.jpg,ZOORON Slippers for Women Fuzzy Slippers Warm Cozy Soft Memory Foam House Shoes with Anti-Skid Sole for Indoor and Outdoor,https://www.amazon.com/dp/B0FHWJMMC7,Women's Slippers,525,47%,8.99
B0FN6KQ13X,https://m.media-amazon.com/images/I/71YCwBJHMiL._AC_US600_.jpg,"Luoycxy Credit Card Holder for Women,Small Rfid Wallet with Keychain Zipper,Cute PU Leather Card Case Wallet，Accordion Credit Card Wallets Gift,Colorful Paw Prints",https://www.amazon.com/dp/B0FN6KQ13X,Women's Card Cases,525,41%,7.99
B0FNN8SLDH,https://m.media-amazon.com/images/I/71Ak8FahlqL._AC_US600_.jpg,Irisbear Womens Cute Crew Socks Casual Athletic Aesthetic Cotton Socks for Fall Shoes,https://www.amazon.com/dp/B0FNN8SLDH,Women's Activewear Crew Socks,524,49%,8.99
B0FKZBYR58,https://m.media-amazon.com/images/I/61BL3mtsuOL._AC_US600_.jpg,"LABELLA 80D Super Glossy Pantyhose for Women,Shiny Oil Jazz Tights，Party Tights，S-Queen2",https://www.amazon.com/dp/B0FKZBYR58,Women's Tights,524,53%,12.99
B0F6X7F6G6,https://m.media-amazon.com/images/I/913R8BDr-tL._AC_US600_.jpg,Resinta 4 Pack Toddler Boys Sweatpants Kids Pull On Casual Pants Athletic Joggers with Drawstring Pockets for Boys,https://www.amazon.com/dp/B0F6X7F6G6,Boys' Sweatpants,524,45%,19.99
B0FGV77Z11,https://m.media-amazon.com/images/I/61BJ7I2evhL._AC_US600_.jpg,Artiyoo Princess Ring Fit Women Fashion Gifts 925 Sterling Silver DIY Jewelry,https://www.amazon.com/dp/B0FGV77Z11,Women's Band Rings,524,50%,10.88
B0FJRD3VL3,https://m.media-amazon.com/images/I/719xgP5xspL._AC_US600_.jpg,"Nackiy Cow Slippers for Women & Men, Cute Animal Fuzzy Slides, Soft Cotton Plush Indoor Outdoor Shoes for Bedroom Living Room House",https://www.amazon.com/dp/B0FJRD3VL3,Women's Slippers,524,48%,14.99
B0FSY7V9TP,https://m.media-amazon.com/images/I/7199DCZuoKL._AC_US600_.jpg,S925 Silver Butterfly Initial Letter Charms Fit for Pandora Charms Bracelets and Necklace Alphabet Bead Charms Jewelry Gifts for Women,https://www.amazon.com/dp/B0FSY7V9TP,Women's Bead Charms,524,55%,9.99
B0FLDY2288,https://m.media-amazon.com/images/I/71pmJE+7GYL._AC_US600_.jpg,Haloumoning Family Christmas Pajamas Matching Sets Xmas PJs Sets Holiday Jammies Sleepwear,https://www.amazon.com/dp/B0FLDY2288,Men's Pajama Sets,524,30%,14.99
B0FK4WTM4Q,https://m.media-amazon.com/images/I/71LOdcGlEyL._AC_US600_.jpg,MUYAN Gold and Silver Boho Hammered Dangling Earrings for Women Modern Statement Finish Dangle Drop Earrings Jewelry,https://www.amazon.com/dp/B0FK4WTM4Q,Women's Drop & Dangle Earrings,524,56%,13.99
B0FRYVM41L,https://m.media-amazon.com/images/I/81xwDt2J3LL._AC_US600_.jpg,Christmas Onesie Pajamas Family Vacation Novelty One-piece Hooded Matching PJs Allover Pattern Sleepwear Nightwear,https://www.amazon.com/dp/B0FRYVM41L,Women's Novelty One-Piece Pajamas,524,18%,9.99
B0FL175GZM,https://m.media-amazon.com/images/I/71FXyYlkbgL._AC_US600_.jpg,FreeLu Girls Cotton Pullover Sweatshirts Kids Cute Cartoon Printed Crewneck Tops,https://www.amazon.com/dp/B0FL175GZM,Boys' Novelty Sweatshirts,524,59%,16.99
B0FMFFXS5J,https://m.media-amazon.com/images/I/51Tzbxa9h8L._AC_US600_.jpg,Clogs for Women Slide Sandals Comfortable Ease of Slip-On Clogs with Arch Support Slip Resistant Clog Sandals Recovery Pillow Slides,https://www.amazon.com/dp/B0FMFFXS5J,Women's Slide Sandals,523,22%,9.99
B0FZL7FCFC,https://m.media-amazon.com/images/I/61ytL7Wp4RL._AC_US600_.jpg,Yoosteel Valentines Day Gifts for Her Women Gold Necklace - Dainty 14K Gold Plated Choker Cubic Zirconia Pendant Station Necklaces for Women Teens Trendy Prom Jewelry Gifts,https://www.amazon.com/dp/B0FZL7FCFC,Women's Choker Necklaces,523,47%,9.99
B0FPF1ZW6D,https://m.media-amazon.com/images/I/61ZNiryqL6L._AC_US600_.jpg,Gold Hand Chain Bracelets for Women Trendy，Dainty Clover Pearl Charm Ring Bracelet Hand Chain 14K Gold Planted Cute Heart Butterfly Flower Stackable Bracelets for Women Non Tarnish Gold Jewelry Gifts,https://www.amazon.com/dp/B0FPF1ZW6D,Women's Link Bracelets,523,52%,8.99
B0FF99K6DG,https://m.media-amazon.com/images/I/51hctRER6CL._AC_US600_.jpg,"Fleece Lined Tights Women, Fake Translucent Thermal Faux leggings Winter Warm Illusion Pantyhose Skin Colored",https://www.amazon.com/dp/B0FF99K6DG,Women's Tights,522,45%,9.99
B0FPQ8SFCT,https://m.media-amazon.com/images/I/51AnqAMAWML._AC_US600_.jpg,"Polar Rabbit No Tie Shoelaces 2 Pairs Elastic Shoe Laces for Kids & Adults, Ideal for Sneakers, Running Shoes, Boots",https://www.amazon.com/dp/B0FPQ8SFCT,Shoelaces,522,28%,4.69
B0FLJVXTPD,https://m.media-amazon.com/images/I/71DoQ7tqWjL._AC_US600_.jpg,Apidgrowth Winter Neck Gaiter Warmer - Face Cover Scarf Windproof Fleece for Men & Women Sport Outdoors Skiing Fishing Hiking,https://www.amazon.com/dp/B0FLJVXTPD,Men's Cold Weather Neck Gaiters,522,36%,5.99
B0DYP16GLL,https://m.media-amazon.com/images/I/61jj5dHKn7L._AC_US600_.jpg,Athlefit Women's Knee High Riding Boots Round Toe Low Heel Tall Boots Pull On Long Booties with Buckle,https://www.amazon.com/dp/B0DYP16GLL,Women's Knee-High Boots,522,43%,19.99
B0FL23H644,https://m.media-amazon.com/images/I/51qwOh5aKEL._AC_US600_.jpg,"Tifeson Christmas Stocking Stuffers Gifts for Boys, Basketball Bracelet for Son Grandson Team Players Fan Adjustable Inspirational Beaded Bracelet for Birthday Christmas Gifts",https://www.amazon.com/dp/B0FL23H644,Boys' Bracelets,522,45%,6.99
B0FV8CC6DC,https://m.media-amazon.com/images/I/51tMcukD5SL._AC_US600_.jpg,"Turandoss Small Gold Hoop Earrings for Women Trendy - 14K Gold Plated Beaded Hoops Hypoallergenic Huggie Cubic Zirconia Earrings, Dainty Hoops Earring Set for Multiple Piercing",https://www.amazon.com/dp/B0FV8CC6DC,Women's Hoop Earrings,521,48%,9.99
B0FGPDRV4D,https://m.media-amazon.com/images/I/71u0TFL5QJL._AC_US600_.jpg,"Tenflyer 2 Pairs Cute Cat Socks with Balls, Women's Cat Socks, 3D Novelty Cotton Funny Animal Crew Sock for Women Cats Lovers Gift",https://www.amazon.com/dp/B0FGPDRV4D,Women's Novelty Socks,521,39%,9.46
B0FN4B92PZ,https://m.media-amazon.com/images/I/81DpspKQhKL._AC_US600_.jpg,IceUnicorn Kids Slippers Girls Boys Fuzzy House Shoes Warm Memory Foam Slippers Bedroom Slides for Indoor Outdoor,https://www.amazon.com/dp/B0FN4B92PZ,Girls' Slippers,521,56%,19.99
B0F9FTDNBS,https://m.media-amazon.com/images/I/61XynKoBHDL._AC_US600_.jpg,"Aprilswan Arm Sleeves, UV Sun Protection Sports Non Slip Compression Cover for Men/Women",https://www.amazon.com/dp/B0F9FTDNBS,Men's Compression Arm Sleeves,521,50%,8.99
B0FCD6ZRV9,https://m.media-amazon.com/images/I/71p5FWjy+CL._AC_US600_.jpg,Newborn Baby Boy Clothes Boy Outfit Infant Romper Winter Fall Long Sleeves Pants Set Hat 3PC,https://www.amazon.com/dp/B0FCD6ZRV9,Baby Boys' Pants Sets,521,55%,14.99
B0F8MWYMN1,https://m.media-amazon.com/images/I/71v-BVm9sIL._AC_US600_.jpg,"GDTOGRT Newborn Baby Girl Clothes Outfit Set Sweet Ruffle Romper, Pants and Headband 0 3 6 9 12 18 Months Infant Clothing",https://www.amazon.com/dp/B0F8MWYMN1,Baby Girls' Pant Sets,521,47%,14.99
B0FV89Q7NM,https://m.media-amazon.com/images/I/71KafZlCUIL._AC_US600_.jpg,9 Inch Men Swim Trunks with Breathable Mesh Lining Quick Dry Pockets for Pool Board Beach Cruise,https://www.amazon.com/dp/B0FV89Q7NM,Men's Swim Trunks,521,53%,14.99
B0FSXJMFNJ,https://m.media-amazon.com/images/I/81rLiCKp0iL._AC_US600_.jpg,Gnbaoya 16G 18G 20G Flat Back Stud Earrings 316L Surgical Steel Internal Thread CZ Nose Ring Stud Tragus Helix Cartilage Conch Nose Hypoallergenic Lip Monroe Labret Medusa Piercing Jewelry for Women,https://www.amazon.com/dp/B0FSXJMFNJ,Women's Body Piercing Screws,520,55%,9.99
B0FGJ8QSC2,https://m.media-amazon.com/images/I/71Uyv4IFc-L._AC_US600_.jpg,YITAN Women Adventure Heart Tshirt Cute Graphic Tee Tops,https://www.amazon.com/dp/B0FGJ8QSC2,Women's T-Shirts,520,53%,9.99
B0FHJPD5TM,https://m.media-amazon.com/images/I/81MyTedAHtL._AC_US600_.jpg,Yufawow 2 in 1 Seersucker Men Swim Trunk with Compression Liner 7 Inches Quick Dry Zipper Pockets for Cruise Beach Pool Board,https://www.amazon.com/dp/B0FHJPD5TM,Men's Swim Trunks,520,55%,19.99
B0FFGLZ4X2,https://m.media-amazon.com/images/I/71NOKBTu0SL._AC_US600_.jpg,PLEPAN Men's Cargo Corduroy Pants Wide Leg Loose Fit Casual Pants with Pockets Elastic Waist Drawstring Sweatpants,https://www.amazon.com/dp/B0FFGLZ4X2,Men's Casual Pants,519,36%,14.99
B0FLJL5QCD,"https://m.media-amazon.com/images/I/41b4JdEqNqL._AC_SR600,600_.jpg",spxkd Mens Christmas Funny Patterned Christmas Socks for Adults Cute Fun Novelty Cotton Socks for Men,https://www.amazon.com/dp/B0FLJL5QCD,Men's Ankle Socks,519,41%,9.99
B0FQ1CNQJV,https://m.media-amazon.com/images/I/81kzSWwKsiL._AC_US600_.jpg,"NGVRC Genuine Leather Travel Jewelry Organizer Case with Mirror for Women, Small Mini Portable Jewelry Box for Earring, Ring, Necklace, Bracelet（Cream）",https://www.amazon.com/dp/B0FQ1CNQJV,Jewelry Boxes,519,57%,17.99
B0G49TCY5Z,https://m.media-amazon.com/images/I/51fwliGehxL._AC_US600_.jpg,Quietsun 67 6 7 Meme Six Seven Valentines Day Gifts for Him Men Boy Kids Necklace Teenage Teen Boys Gift Ideas 10 11 12 13 Year Old Birthday Young Funny Easter Basket Stuffers Christmas Stocking,https://www.amazon.com/dp/B0G49TCY5Z,Boys' Necklaces,519,54%,12.99
B0FTS2P4TY,https://m.media-amazon.com/images/I/7108XgXN2gL._AC_US600_.jpg,"MIOTAN Women's High Waisted Underwear, Ladies Panties with Lace, Comfortable Briefs, 4 Pack",https://www.amazon.com/dp/B0FTS2P4TY,Women's Shapewear Control Panties,519,47%,18.99
B0FSCJK3R9,https://m.media-amazon.com/images/I/61DwiFL2Y4L._AC_US600_.jpg,"Balaclava Ski Mask for Men Women, Warm Fleece Face Mask Full Cover for Cold Weather Skiing Cycling, Ponytail Friendly",https://www.amazon.com/dp/B0FSCJK3R9,Women's Balaclavas,519,46%,7.99
B0FDGVGG4W,https://m.media-amazon.com/images/I/51jEYOpceZL._AC_US600_.jpg,MIANZHI Girls High Waisted Pants Girls Casual Pants Kids Wide Leg Long Trousers with Pockets 5-14 Years,https://www.amazon.com/dp/B0FDGVGG4W,Girls' Pants & Capris,518,45%,17.99
B0FHJ1TX1Z,https://m.media-amazon.com/images/I/81UvoxHgbmL._AC_US600_.jpg,House Slippers for Women Men Lightweight Memory Foam House Shoes Warm Closed Back Slippers with Soft Fleece for Indoor Outdoor,https://www.amazon.com/dp/B0FHJ1TX1Z,Women's Slippers,518,36%,12.99
B0G1MNSWD2,https://m.media-amazon.com/images/I/71xzmuCBH-L._AC_US600_.jpg,LeIsfIt Toddler Walking Shoes Boys Girls Slip-On Barefoot Shoes Kids Breathable Sneakers Non-Slip Lightweight Tennis Shoe,https://www.amazon.com/dp/B0G1MNSWD2,Boys' Walking Shoes,518,52%,14.99
B0F9KYNNP3,https://m.media-amazon.com/images/I/71JpDwM9w5L._AC_US600_.jpg,"2 Pcs LED Shoe Lights with 3 Light Modes, Waterproof IPX5, Aluminum Alloy Construction, Perfect for Night Running, Walking, Hiking and Camping Gear Essentials",https://www.amazon.com/dp/B0F9KYNNP3,Shoe Decoration Charms,517,46%,11.99
B0FKT5XJQB,https://m.media-amazon.com/images/I/61eu5emk02L._AC_US600_.jpg,"JWIGP Granddaughter Book Necklace, For Granddaughters - The Most Beautiful Chapter Books Adjustable Silver Gold Book Pendant with 6 Pages Engraved Information Jewelry Gifts from Grandma",https://www.amazon.com/dp/B0FKT5XJQB,Women's Pendant Necklaces,517,60%,15.99
B0FNWYVKX5,https://m.media-amazon.com/images/I/71-PXdGipML._AC_US600_.jpg,Fivali Balaclava Ski Mask Winter: Thermal Windproof Full Face Cover Fleece Lined Hood Hat for Skiing Cycling Hiking Men Women,https://www.amazon.com/dp/B0FNWYVKX5,Women's Balaclavas,517,40%,19.99
B0FSCZXV96,https://m.media-amazon.com/images/I/51ED82NxnXL._AC_US600_.jpg,FIBO STEEL 14K Gold Plated Stackable Rings for Women Non Tarnish - Dainty Rings Cubic Zirconia Thin Ring Set Minimalist Thumb Stacking Ring Size 5-11,https://www.amazon.com/dp/B0FSCZXV96,Women's Band Rings,517,50%,6.99
B0FRSGDTKH,https://m.media-amazon.com/images/I/81DRlsNcX1L._AC_US600_.jpg,Tikeiuo Winter Touch Screen Gloves for Women & Men Warm Thick Fleece Lined Knit Gloves with Elastic Cuff for Cold Weather,https://www.amazon.com/dp/B0FRSGDTKH,Women's Cold Weather Gloves,517,53%,9.99
B0FJKPBVKP,https://m.media-amazon.com/images/I/71Sv+K39B-L._AC_US600_.jpg,"Wang Damai Women's Orthopedic Walking Shoes,Woven Breathable Orthowalkway Womens Sneakers,Lightweight Non-Slip Arch Support Slip on Shoes",https://www.amazon.com/dp/B0FJKPBVKP,Women's Walking Shoes,517,49%,19.69
B0FFRK4FDY,https://m.media-amazon.com/images/I/31+XGG7Ut7L._AC_US600_.jpg,Fezodo Gold Initial Bracelets for Women Girls - 18K Gold Plated A-Z Initial Bracelet Dainty Knot Bracelet Gold Bracelets for Women Teen Girl Gifts Trendy Stuff,https://www.amazon.com/dp/B0FFRK4FDY,Girls' Charm Bracelets,517,30%,4.99
B0FGD7GBTN,https://m.media-amazon.com/images/I/71UFpamI0SL._AC_US600_.jpg,J-pone Underwear Women Pack High Waisted Bikini Panties Womens Underwear Cheeky Breathable Hipster Panties MultiPack,https://www.amazon.com/dp/B0FGD7GBTN,Women's Bikini Panties,516,42%,11.99
B0FXGL27MC,https://m.media-amazon.com/images/I/61eBAUXrmCL._AC_US600_.jpg,VZV 2T-5T Toddler Thermal Set for Boys Thermal Underwear for Kids Fleece Lined Toddler Base Layer Long Johns for Kids Boys,https://www.amazon.com/dp/B0FXGL27MC,Boys' Thermal Underwear Sets,516,54%,17.99
B0G44WT7C1,https://m.media-amazon.com/images/I/71Hets5ul5L._AC_US600_.jpg,BRABIC Upper Arm Shaper for Women Fajas Post Surgery Compression Sleeves Front Closure Bra Arm Lipo Shapewear Tops,https://www.amazon.com/dp/B0G44WT7C1,Women's Shapewear Tops,516,56%,14.99
B0FF9C2CBY,https://m.media-amazon.com/images/I/51UBVnrqdXL._AC_US600_.jpg,YSYOKOW Womens Elastic High Waisted Wide Leg Pants Loose Casual Long Palazzo Trousers with Button Decor and Pockets,https://www.amazon.com/dp/B0FF9C2CBY,Women's Casual Pants & Capris,516,43%,13.99
B0FG32ZF1K,https://m.media-amazon.com/images/I/61-+aXn3O9L._AC_US600_.jpg,"EoBeKee Boys Thermal Pants, Kids Football Fleece Lined Leggings, Youth Compression Base Layer for Sports Baseball Hockey",https://www.amazon.com/dp/B0FG32ZF1K,Boys' Compression Pants,516,30%,7.98
B0FF8Z29WN,https://m.media-amazon.com/images/I/51hctRER6CL._AC_US600_.jpg,"ARMOROSE Fleece Lined Tights Women, Fake Translucent Thermal Faux leggings Winter Warm Illusion Pantyhose Skin Colored",https://www.amazon.com/dp/B0FF8Z29WN,Women's Tights,515,33%,9.99
B0FNRM9F2R,https://m.media-amazon.com/images/I/71qtq4UHNFL._AC_US600_.jpg,"Tikeiuo Winter Headbands for Women Ear Warmer Knitted Thick Fleece Lined Headbands for Cold Weather Gift (Black, One Size)",https://www.amazon.com/dp/B0FNRM9F2R,Women's Cold Weather Headbands,515,39%,6.59
B0FC26TW8Y,https://m.media-amazon.com/images/I/71iZo2oorGL._AC_US600_.jpg,Comfoex 10 Pairs Girls Crew Long Athletic Socks for 4-6 6-8 8-10 Years Old Kids Calf Sports Cotton Socks Half Cushioned,https://www.amazon.com/dp/B0FC26TW8Y,Girls' Crew Socks,515,38%,14.99
B0FN7WCSDK,https://m.media-amazon.com/images/I/71Wk8EpX0pL._AC_US600_.jpg,FEQO Toddler Girl Flare Pants Baby Girl Cotton Leggings Bell Bottoms Size 18M-5T,https://www.amazon.com/dp/B0FN7WCSDK,Baby Girls' Pants,515,47%,18.99
B0FNMVW3L7,https://m.media-amazon.com/images/I/71PhcpZj5+L._AC_US600_.jpg,AYIFU Womens Wireless Bras Comfortable V Mesh Full Coverage Seamless Bralette Supportive No Underwire Tshirt Everyday Bra,https://www.amazon.com/dp/B0FNMVW3L7,Everyday Bras,515,48%,14.99
B0FPFVC11J,https://m.media-amazon.com/images/I/61E4E-IrriL._AC_US600_.jpg,YINANLIN Initial Letter Keychain Cute Keychain Butterfly Pink Sequins Alphabet Resin Name Tassel Keychain for Valentines Gift,https://www.amazon.com/dp/B0FPFVC11J,Women's Keyrings & Keychains,515,19%,3.99
B0FF4RNF6D,https://m.media-amazon.com/images/I/61bHZrHMTvL._AC_US600_.jpg,E E EMPTY ENTIRE Women's Fuzzy House Slippers with Memory Foam Warm Plush Slipper for Indoor and Outdoor,https://www.amazon.com/dp/B0FF4RNF6D,Women's Slippers,515,52%,15.99
B0FSDTC5K2,https://m.media-amazon.com/images/I/71khxQWNU0L._AC_US600_.jpg,"XYIYI Knot Chemo Headwear for Womens Cancer Patients, Stretchy Chemotherapy Headwraps Beanie Hats",https://www.amazon.com/dp/B0FSDTC5K2,Women's Skullies & Beanies,514,57%,14.99
B0FDFZPVPK,https://m.media-amazon.com/images/I/71lkBXVPPOL._AC_US600_.jpg,Mixxmix Women Lingerie Set Naughty Lace Bodysuit Underwire Babydoll with Garter Corset rave outfits,https://www.amazon.com/dp/B0FDFZPVPK,Women's Exotic Lingerie Sets,514,52%,17.99
